timedelta,rangeDiff,batteryPctDiff,distance,temperature
5,3,2,1.5135999999999998,5.1
8,1,2,1.8368,4.9
24,47,13,13.4155,8.4
16,1,10,8.9491,3.5
27,15,9,8.5762,5.3
19,22,13,9.811,3.8
11,9,3,4.059699999999999,5.8
10,4,4,0.2923,2.5
10,5,3,2.4571,1.5
45,9,9,6.0248,8.6
11,23,3,2.686,2.1
12,21,3,3.0633000000000004,4.3
20,10,5,4.1735,4.6
5,0,0,0.0,4.1
9,9,5,3.6895,4.6
8,-12,4,3.8039,3.3
45,6,5,6.8744,7.6
14,25,8,8.7904,5.7
13,0,0,0.0,5.8
8,8,5,1.9704000000000002,2.4
54,26,20,8.841299999999999,8.1
0,0,0,0.0,4.7
22,0,0,0.0,3.9
5,5,4,1.531,3.5
21,12,6,2.3201,3.2
27,7,4,0.0235,3.4
4,-10,0,0.0,6.2
11,10,5,3.1908000000000003,1.6
3,2,0,0.6165,1.6
29,7,6,5.0246,5.0
7,7,6,2.2300999999999997,3.8
13,0,4,5.2839,8.2
35,21,19,0.0549,4.3
29,5,0,6.5684,5.8
37,12,3,0.12090000000000001,3.8
19,37,5,3.9861999999999997,6.5
22,31,15,8.778,4.6
14,33,11,7.815600000000001,0.3
18,11,5,3.0539,7.6
24,27,15,15.2623,4.1
0,0,0,0.0,3.8
27,4,7,6.098199999999999,4.2
8,6,5,3.6967,4.4
14,7,5,3.6071999999999997,4.4
16,-3,4,2.8430999999999997,4.5
39,20,12,6.887899999999999,4.6
10,-3,0,0.0,6.3
19,9,7,7.1112,4.2
11,13,4,2.3679,10.2
11,11,7,2.4454000000000002,9.2
38,40,13,17.7838,4.7
12,8,4,4.3466000000000005,3.9
11,4,2,2.6428000000000003,0.3
8,12,5,2.3738,5.2
0,0,0,0.0,4.9
12,23,4,3.6983,2.8
27,46,30,0.7615,3.4
18,26,15,2.1586,6.2
6,2,1,1.7244000000000002,6.6
28,44,5,3.1010999999999997,2.7
59,59,25,4.1996,3.5
9,16,5,3.3761,8.7
7,12,2,1.5255999999999998,1.5
17,16,8,2.3005999999999998,9.0
12,5,5,3.9755,6.2
14,20,12,11.3819,1.3
18,5,5,4.1882,5.1
14,13,8,1.5814000000000001,6.0
4,4,2,1.2501,6.3
18,8,3,1.2755,4.7
42,44,34,5.401800000000001,5.1
13,13,6,3.5151999999999997,0.5
17,2,3,3.8618,5.2
9,29,1,1.7821,6.7
8,13,3,4.011,5.1
12,7,9,8.848,7.2
9,5,2,2.9135,4.5
15,18,13,1.2326,4.7
12,-8,5,6.6626,8.2
6,2,1,0.9052,4.8
4,9,0,0.7647,12.3
4,21,3,1.3788,4.4
8,3,3,2.1919,4.1
29,9,10,8.7579,2.7
29,9,8,3.1849000000000003,4.6
12,2,3,2.3,5.2
6,-1,0,0.0,6.4
25,54,32,3.0111999999999997,5.1
37,9,8,0.448,10.0
17,4,7,3.7281,3.7
6,7,3,2.1141,4.2
2,16,4,4.4883999999999995,8.0
7,2,4,3.1881,2.5
35,27,15,6.5015,6.1
12,5,5,5.5283999999999995,4.7
2,0,0,0.0,13.2
37,29,7,0.5524,10.3
5,7,3,2.2883,3.3
6,4,3,2.2622,4.5
31,65,13,3.2949,3.4
11,46,5,4.3408,2.0
17,8,5,6.5001999999999995,3.0
5,14,2,2.4919000000000002,7.6
7,0,0,0.1462,6.9
12,8,5,2.867,5.1
17,17,5,4.3744,9.4
18,17,10,10.0211,1.5
9,13,9,9.710799999999999,5.0
31,25,19,0.9823999999999999,0.2
51,50,11,10.3644,11.6
24,62,25,25.2115,6.8
11,6,3,2.9440999999999997,4.2
41,20,12,1.2888,3.6
52,13,7,3.7515,2.7
24,38,8,8.784600000000001,4.2
25,8,9,8.5442,5.4
25,14,7,0.1416,4.8
18,6,1,0.0,8.4
44,6,4,2.363,6.1
17,10,5,3.6819,4.1
16,40,6,3.6555999999999997,4.5
10,6,2,1.3989,4.6
13,36,4,2.3584,7.7
18,7,2,3.0945,10.6
4,23,11,5.5118,8.2
27,11,4,3.6783,14.0
19,10,6,4.998600000000001,8.1
16,10,7,8.0526,9.3
1,0,0,0.0,9.8
5,4,2,1.5855,5.3
18,32,9,5.8457,4.8
15,4,7,6.3598,7.2
37,2,5,3.9704,8.0
30,24,8,9.7744,2.7
26,18,16,0.3137,6.0
49,21,12,1.4347,2.4
19,6,6,5.1929,5.8
19,12,8,5.5163,5.2
15,18,8,5.6668,9.1
34,11,5,1.1749,3.3
21,12,8,7.0106,3.5
30,26,18,10.4438,2.3
10,30,15,10.7433,-0.4
24,16,8,7.276800000000001,2.0
7,14,7,2.0479000000000003,6.0
41,25,13,3.4258,4.2
10,9,6,6.5722,3.7
4,55,47,5.853,3.8
21,-19,7,0.8912,13.9
20,18,8,7.415,5.7
58,19,18,1.135,5.9
17,0,5,9.0315,2.6
10,17,7,3.7615,5.6
10,11,7,3.6863,4.2
13,0,0,0.0,9.3
16,22,13,12.8255,8.2
18,-1,5,6.9962,5.3
27,3,7,7.5551,5.3
21,27,9,8.0142,2.1
9,14,7,3.2654,1.9
33,31,7,6.0811,2.0
30,43,7,7.583699999999999,4.8
10,13,6,5.2222,8.2
7,-3,3,2.2361999999999997,4.4
21,4,8,6.730899999999999,5.2
11,-2,4,1.6374000000000002,5.4
18,12,8,4.987100000000001,0.3
24,0,1,0.0,6.1
3,2,1,0.579,2.5
9,10,5,3.4925,4.9
18,9,6,5.7272,7.6
43,10,9,8.4899,8.7
20,20,8,8.3628,7.9
24,7,5,5.224399999999999,8.6
8,2,1,0.0040999999999999995,4.7
21,39,7,0.005,5.9
13,7,8,0.0183,3.3
8,24,15,6.9807,2.5
33,38,22,3.3779,9.6
28,12,9,0.9329,8.3
15,10,3,2.8729,5.5
24,14,9,6.478899999999999,8.8
4,6,2,1.4749,6.1
39,18,13,9.6454,4.0
15,72,16,7.2607,6.5
42,23,13,0.31510000000000005,5.9
42,-1,9,6.6006,9.2
29,66,27,5.2432,6.0
10,35,6,0.32289999999999996,1.9
20,29,7,8.3617,3.0
20,0,6,4.0135,8.3
34,18,15,0.6736,5.3
14,0,6,8.363100000000001,4.9
22,5,6,4.0156,5.5
12,6,5,4.712,3.2
38,24,13,8.5383,7.4
16,7,5,1.9814,10.4
14,3,5,6.7059,3.4
20,34,7,0.1454,8.2
17,18,10,7.5537,7.2
17,-1,4,4.0044,4.4
25,16,9,3.257,4.8
39,0,8,10.8973,3.0
31,39,12,7.6148,12.7
9,7,3,1.0996,2.6
17,8,6,6.2663,7.8
32,5,6,3.6182,6.4
35,2,4,0.8442999999999999,3.3
24,13,9,8.5462,8.1
1,0,0,0.0,6.5
7,1,0,0.2745,4.0
35,36,15,0.3476,7.6
18,30,20,5.925,5.7
14,17,11,2.3036999999999996,4.1
21,3,7,4.1689,2.7
27,36,18,2.5927,4.8
2,0,0,0.0,3.0
7,3,3,2.5504000000000002,5.5
17,-2,6,8.3925,12.9
23,8,11,12.4982,4.6
2,0,0,0.492,7.0
23,7,5,7.4888,4.8
27,13,7,0.0063,5.1
17,18,8,3.8868,4.0
3,2,1,0.8615,2.3
30,23,10,4.3993,2.2
14,9,3,0.0031,7.3
51,28,12,3.6336999999999997,10.4
7,2,1,1.7993,2.1
8,11,9,4.310899999999999,7.0
36,15,9,4.8466000000000005,5.0
3,4,1,0.7901,4.6
27,15,11,10.2724,2.7
27,12,10,0.001,7.9
9,11,7,3.7249,5.0
13,4,4,2.7003000000000004,4.1
37,8,9,5.803100000000001,8.1
21,20,8,6.2608999999999995,8.8
11,34,11,0.2726,3.9
17,14,8,3.6062,1.4
20,51,20,0.31310000000000004,6.6
32,9,7,3.1646,5.2
15,11,7,8.5166,4.1
6,3,2,1.6925999999999999,9.3
18,17,13,11.2361,8.2
16,13,8,5.842899999999999,11.4
14,12,7,0.0017,1.9
37,13,15,12.3154,8.7
0,0,0,0.0,5.8
24,52,7,4.3235,2.5
14,20,9,7.5981000000000005,0.9
19,9,5,4.9818,2.6
18,32,6,3.6071,2.9
4,0,0,0.0,0.2
14,10,7,7.1544,7.4
7,18,7,5.2092,8.9
50,66,17,6.9278,3.8
7,6,2,3.0734,7.9
16,6,5,4.3013,8.1
10,2,3,1.333,7.6
47,10,4,0.2294,5.2
10,27,3,4.0513,4.6
30,14,9,6.4541,0.3
9,11,6,5.4923,1.3
19,17,13,8.0557,8.1
41,21,18,0.6655,3.8
25,11,12,0.2256,5.0
35,48,14,0.0003,4.4
27,17,11,10.0852,4.5
37,11,6,3.6976,11.5
18,39,7,0.3393,3.0
14,23,4,3.3002,6.1
17,-7,5,8.3077,7.9
52,23,14,0.9458,9.3
12,29,8,4.8263,8.2
36,23,17,0.8051,5.1
9,34,4,6.5058,8.2
3,37,20,6.514,6.0
35,84,51,12.6575,8.5
0,0,0,0.0,8.9
23,13,13,14.9039,7.2
15,27,3,5.5344,4.4
36,29,17,2.2785,6.8
18,20,14,6.4863,4.3
30,10,9,6.5668,8.6
14,-43,3,2.8792,7.7
21,45,25,6.1464,6.8
3,0,0,0.016,7.4
18,12,8,3.7087,3.0
22,8,6,8.477799999999998,8.4
12,47,5,4.4775,3.7
2,6,1,0.1456,4.6
9,21,2,0.016,7.6
22,11,9,4.492100000000001,2.2
40,12,8,1.7885,2.0
47,30,7,9.5765,4.5
59,64,42,0.45580000000000004,3.1
4,28,3,1.3225,9.2
18,6,4,2.6213,14.6
12,6,4,2.4083,2.9
20,61,19,16.2176,3.0
16,16,8,4.87,2.9
30,8,7,10.5822,3.1
24,9,9,10.8232,3.1
21,10,4,3.9286,4.7
14,9,6,7.041399999999999,3.4
15,5,7,8.4933,7.6
12,16,9,8.5311,4.1
19,13,9,5.1448,4.9
47,40,19,15.7548,7.5
5,0,1,0.43189999999999995,4.6
26,4,10,9.918899999999999,1.3
31,11,7,0.6909,7.3
18,9,6,5.0869,11.8
18,11,5,5.2138,8.1
20,10,9,0.9867,8.2
21,34,4,5.4466,8.7
17,18,7,5.471,2.7
8,-5,3,2.7869,8.1
39,40,15,2.3507,2.6
37,55,28,4.1286000000000005,8.4
14,6,4,4.274,5.1
20,6,3,2.7554000000000003,10.2
5,2,1,2.0983,7.8
2,-21,0,0.0996,8.7
41,29,14,3.8538,14.4
23,34,16,11.7512,4.4
55,19,8,2.7546,9.2
18,13,10,6.6453,2.8
14,9,3,3.958,12.5
17,11,8,7.5028999999999995,5.9
24,5,10,9.46,9.2
6,5,3,2.4106,8.0
1,17,0,0.0,7.6
4,3,1,1.4256,6.1
15,9,8,9.063,7.8
28,12,8,3.3011999999999997,6.9
22,15,6,2.7662,8.0
56,13,16,1.0727,8.5
12,39,6,4.487,6.6
6,6,3,1.139,4.1
17,83,26,7.1034,5.3
9,6,4,4.275399999999999,8.3
29,9,7,5.9678,4.8
10,7,2,1.5600999999999998,5.8
18,20,13,11.194700000000001,3.1
29,14,11,12.7171,8.6
6,1,0,1.7303,6.8
15,3,5,5.5856,5.3
6,25,20,0.1881,6.0
6,6,4,3.7066999999999997,3.8
9,15,5,3.8306,4.5
42,43,23,1.2669000000000001,2.8
12,39,6,5.0572,1.9
20,-17,5,5.4966,4.1
56,31,18,0.5045,10.1
35,8,7,8.318700000000002,10.6
8,4,1,0.1551,4.4
15,8,5,5.008,3.5
14,9,6,6.3893,6.7
29,-4,8,10.4702,5.1
18,40,9,4.666399999999999,3.6
15,11,9,6.7627,3.9
7,7,4,3.2112,4.2
5,7,3,1.7583,10.9
20,13,15,9.6889,7.0
15,4,3,0.0017,6.6
3,1,1,1.0114,9.1
13,4,6,4.9373000000000005,4.7
59,17,14,8.4326,7.8
9,11,5,3.4195,3.6
6,2,2,1.5079,6.4
33,13,9,10.260399999999999,2.8
4,3,1,1.8033,1.9
8,39,4,2.3446,4.0
0,0,0,0.0,7.9
13,3,5,5.1893,3.6
14,59,7,2.5108,4.8
10,10,5,3.7901,8.9
26,14,8,4.4385,3.5
3,2,1,0.7554,10.9
43,7,2,0.8622000000000001,8.2
53,28,21,5.472300000000001,2.2
6,2,1,1.9275,5.1
24,56,5,4.8599,2.6
9,5,2,3.2528,9.4
11,9,5,0.0212,5.9
52,5,6,0.2397,7.0
15,30,19,2.3883,8.6
14,5,5,3.6437,11.3
15,3,4,7.1244,4.7
43,2,9,8.565100000000001,5.0
22,1,4,5.8716,3.3
9,1,1,0.0127,6.3
8,4,2,2.7819000000000003,5.2
8,4,2,1.8519,4.8
9,3,4,4.372,8.9
22,-5,6,5.8653,11.7
21,0,6,9.8353,9.2
29,20,10,6.148,5.0
49,4,10,7.920100000000001,6.7
23,-8,7,7.0856,5.1
17,10,5,5.4723999999999995,6.5
14,2,2,0.4136,8.0
11,4,2,1.2457,5.3
21,9,9,9.901,4.6
20,55,19,4.1937,4.0
10,12,8,5.7068,2.6
7,4,4,2.6393,3.9
19,12,7,5.1205,7.3
30,35,14,10.860899999999999,5.3
7,3,2,1.1237000000000001,4.3
11,1,4,5.1435,7.2
37,92,29,10.6117,2.7
22,12,9,9.0481,4.7
48,-6,5,5.8887,1.9
3,0,0,0.6182000000000001,2.9
15,2,6,6.7838,6.6
24,43,6,6.1177,4.4
10,13,5,4.677899999999999,6.6
14,7,5,1.2507000000000001,7.0
12,20,7,0.1369,7.1
11,10,4,0.1735,9.4
22,12,9,6.8827,8.3
30,24,16,0.0225,5.2
29,47,7,5.888,3.4
19,21,12,6.5383000000000004,2.6
6,6,3,1.6937,8.6
26,26,6,6.256399999999999,10.5
14,12,8,7.6268,7.5
14,6,3,3.4228,8.3
6,-13,3,2.2514000000000003,5.0
18,16,9,10.164,9.2
29,15,9,7.9865,1.1
39,9,4,0.5732999999999999,5.4
10,9,5,3.0625,4.5
9,6,2,0.8205,4.9
9,63,11,6.8016000000000005,8.3
7,7,4,3.0314,3.4
16,41,7,7.0118,1.4
35,27,16,11.815299999999999,2.6
14,6,4,3.5905,6.0
13,20,4,3.8821,6.2
16,19,11,6.1591000000000005,1.4
0,0,0,0.0,7.8
46,27,12,8.502600000000001,2.7
0,0,0,0.0,8.1
6,4,4,2.0629,10.4
19,11,9,5.735399999999999,11.0
8,41,2,2.9651,6.2
21,13,14,4.2939,1.9
8,7,2,1.5345,13.7
18,3,5,2.7514000000000003,7.9
14,26,5,4.7246999999999995,6.2
31,25,15,5.7139,4.1
3,4,1,0.6593,4.7
17,3,5,4.7438,3.0
15,7,5,3.1241999999999996,4.6
6,16,5,2.2818,4.4
15,1,3,4.0821,6.2
29,53,7,6.7866,4.9
15,4,4,5.215,6.3
9,20,3,2.249,4.3
14,3,5,3.9396999999999998,6.0
7,19,9,3.9609,2.1
7,14,3,2.9635,5.5
6,5,2,1.1981,6.5
31,38,6,0.040600000000000004,4.7
15,0,7,5.4836,10.9
8,6,3,2.6641,9.3
12,29,3,2.6229,8.9
39,27,10,8.8699,5.3
13,31,5,4.8436,7.1
27,30,4,3.1653000000000002,5.2
9,33,5,4.883,2.0
36,86,30,13.308399999999999,7.9
11,10,8,7.0305,10.1
21,9,7,0.1374,8.4
16,26,11,6.7222,7.3
18,28,5,2.6431,5.2
53,18,10,0.7557,5.2
11,2,1,2.9068,12.3
20,8,9,6.282100000000001,6.7
22,32,19,11.3241,9.4
18,10,6,5.4368,4.7
10,53,2,3.1317,4.2
24,6,2,1.9884000000000002,8.6
22,5,8,7.8942,5.2
43,0,0,0.0,8.2
41,33,18,0.3994,4.8
11,-10,3,2.6213,7.6
25,11,6,5.242,3.1
22,9,7,6.0713,4.4
8,1,2,1.9870999999999999,7.2
28,7,6,7.1049,13.3
17,1,6,6.1959,8.5
32,10,7,0.3347,3.5
18,13,7,5.769699999999999,5.4
11,8,6,3.5216,3.9
5,8,0,0.0,6.0
9,-19,3,3.5904000000000003,5.8
16,16,10,5.5275,5.3
17,13,5,2.9168000000000003,7.4
7,26,5,6.3679,8.8
45,8,6,1.2651,7.5
19,30,5,6.2743,5.2
37,-14,3,6.3638,10.3
9,1,1,2.2958000000000003,5.0
7,5,4,3.2935,1.1
23,10,7,1.6635,1.9
11,39,4,4.4576,3.7
38,49,24,12.4329,4.9
40,-6,13,1.4905,7.2
18,7,6,3.0616999999999996,11.1
25,7,8,9.6105,2.0
54,41,18,0.6069,4.5
18,21,9,4.269399999999999,4.6
5,3,2,1.3125,8.2
31,4,9,9.0981,2.7
39,12,8,7.132899999999999,6.4
41,17,10,3.622,11.9
3,4,1,0.7384,3.7
24,27,13,8.765600000000001,3.1
11,11,7,4.2475,2.6
15,9,4,2.3434,5.9
4,2,1,1.698,6.0
6,9,4,0.7389,6.0
25,10,11,8.1519,4.7
27,22,9,12.4212,10.2
28,31,13,7.9113999999999995,4.4
4,2,0,0.7096,9.2
18,2,4,2.7925,11.4
11,1,4,4.5193,4.2
11,15,2,3.2644,4.3
53,31,27,4.2813,9.6
5,5,2,2.1832,3.7
12,6,4,3.2746,5.2
13,33,5,5.5445,5.0
10,10,6,4.4943,12.1
29,12,4,6.2,3.9
15,5,3,3.2098,2.0
14,-5,7,6.2287,8.7
8,8,2,2.5078,8.0
16,-5,2,2.3310999999999997,13.2
45,20,7,3.5967,4.6
0,0,0,0.0,5.8
26,23,18,10.100299999999999,8.3
0,0,0,0.0,9.2
13,-6,5,7.841,7.6
6,-22,2,2.8196999999999997,6.2
7,10,3,3.2194000000000003,4.3
14,-27,2,2.9208000000000003,6.4
20,12,5,0.0245,11.5
19,36,7,8.3974,3.4
8,-21,-1,0.0,4.5
31,26,13,8.4374,13.8
9,15,3,1.8632,8.6
0,0,0,0.0,6.3
5,21,11,4.0415,3.8
9,6,3,2.2165,7.6
10,16,4,1.6907999999999999,4.7
7,3,2,2.3755,11.6
13,4,3,5.4698,3.1
19,16,7,5.577100000000001,0.4
13,6,4,3.0756,7.9
44,90,43,0.9385,5.9
21,97,49,2.7771999999999997,8.7
11,9,5,4.6736,9.4
26,9,8,1.2839,9.8
9,1,4,3.4152,7.6
18,11,7,0.995,5.1
21,17,8,6.2602,2.1
12,3,3,2.3994,7.0
10,7,6,4.9581,1.5
23,9,7,4.932300000000001,4.7
17,56,3,0.014199999999999999,1.2
20,5,1,2.1868000000000003,9.4
12,0,0,0.0,4.3
8,7,4,4.385,14.5
22,2,7,9.5145,5.9
14,10,9,7.8616,7.3
13,25,5,3.9603,3.6
11,3,2,1.0928,4.9
52,94,55,4.6806,7.9
10,3,4,3.3675,1.2
8,32,1,2.6096999999999997,3.9
13,1,0,4.4746999999999995,10.5
22,43,20,5.193,2.2
17,4,4,4.6683,4.2
11,7,6,5.987100000000001,7.5
27,5,11,10.8251,2.9
3,4,3,1.4549,4.0
13,6,6,7.4008,5.1
16,14,5,3.9666,7.3
3,19,0,0.4065,6.5
27,22,17,9.040700000000001,7.2
13,13,8,4.6297,14.6
15,49,5,4.984100000000001,3.5
45,57,19,0.18030000000000002,4.4
17,-2,6,4.853800000000001,6.7
33,10,7,2.1501,4.8
36,18,11,3.4478,4.6
26,25,15,3.1998,7.0
13,34,2,4.8842,4.2
34,113,60,2.7194000000000003,9.0
7,4,1,1.1542000000000001,4.0
12,8,6,4.4435,4.6
8,17,6,3.1269,2.7
11,12,3,2.1709,2.1
23,20,9,3.2346999999999997,2.3
7,-11,3,3.6208,5.0
14,8,6,2.9057,3.2
39,29,23,0.0518,4.9
38,71,39,2.2391,4.9
22,19,7,7.0123,4.4
22,8,4,0.8646,4.3
4,13,4,0.2037,0.6
18,20,10,0.3755,7.5
8,20,6,3.1820999999999997,3.7
18,0,4,4.3506,3.0
13,5,4,2.2460999999999998,2.9
16,2,6,5.6316999999999995,4.1
2,13,0,0.0,6.1
57,29,15,0.42,8.9
17,7,7,6.6331999999999995,2.1
24,14,7,2.7401999999999997,2.1
21,17,7,4.178100000000001,4.9
14,36,6,6.6271,2.4
46,8,15,0.685,5.8
14,-22,4,3.4175,4.8
4,7,3,1.4869,8.5
8,30,5,5.8599,3.9
5,2,2,1.3525999999999998,4.4
14,4,5,0.771,2.5
23,7,8,6.3391,6.7
14,3,5,3.2343,0.1
6,13,3,2.8568000000000002,8.1
34,21,15,0.17880000000000001,1.4
4,8,8,0.8445,8.6
24,-5,6,5.1323,1.9
6,-2,2,2.8712,10.7
25,4,5,5.2346,13.4
20,29,11,2.5959,6.7
27,34,16,6.5373,2.6
14,8,8,6.7681000000000004,1.2
21,17,5,2.1431999999999998,6.8
9,10,6,1.4188,4.8
42,50,12,3.8169,4.1
9,0,1,0.0050999999999999995,4.3
9,12,6,4.1962,4.3
8,35,3,3.1424000000000003,1.5
14,7,4,2.7093000000000003,2.7
16,8,6,4.631,13.0
18,11,6,5.8716,8.0
9,53,18,4.0224,8.7
7,33,3,2.6214,3.3
11,4,5,2.7771,7.2
14,17,7,7.5805,10.3
13,5,5,3.5368000000000004,4.1
23,10,9,9.5827,9.0
29,30,13,3.1673,5.0
29,7,6,3.9168000000000003,6.3
20,14,8,8.6105,4.3
19,12,8,4.9003000000000005,4.7
8,6,3,2.8116999999999996,3.4
48,61,11,0.008199999999999999,5.4
19,30,4,2.8716999999999997,4.9
11,10,4,3.3788,8.0
5,10,7,2.4044,8.1
55,29,6,2.8674,6.2
7,9,6,4.0014,3.4
16,15,6,3.4617,2.9
15,32,9,6.6909,5.0
12,15,3,2.5649,5.4
10,8,4,3.6805,3.1
19,37,28,0.6252000000000001,5.2
18,24,5,3.026,10.5
21,8,5,0.7305,4.0
10,-3,2,0.9466,6.2
3,4,1,0.5665,11.5
12,21,8,7.8,7.2
19,14,8,5.668100000000001,11.2
29,20,8,5.2751,12.1
11,4,2,1.8535,7.9
7,28,4,3.9661,4.9
24,14,6,5.7148,9.4
13,3,4,5.1116,13.1
29,30,13,11.3176,4.1
11,6,4,2.032,2.2
22,31,7,10.3548,3.7
26,9,8,8.0272,10.4
13,9,5,3.3956999999999997,4.4
27,-4,4,3.2676,4.4
3,76,36,9.0995,2.1
21,13,7,6.402699999999999,2.7
1,1,0,0.0,3.8
4,11,5,0.6243,2.0
22,4,13,12.6925,8.7
22,34,19,15.098799999999999,2.8
47,9,12,0.2394,8.6
49,60,23,9.2493,2.3
12,18,9,8.1004,1.5
58,56,16,0.0012,5.8
44,19,12,11.6744,10.2
17,10,5,4.1485,11.4
7,6,4,1.9016,9.2
9,-1,2,3.037,7.1
6,0,1,1.6195,6.4
41,18,9,1.1293,5.8
4,17,3,2.6675999999999997,3.2
18,60,14,11.2113,1.4
8,6,2,3.1191999999999998,1.6
11,4,3,2.7336,5.7
17,-1,5,6.2403,5.2
16,10,7,6.5089,6.2
16,1,0,4.213,8.2
0,0,0,0.0,8.4
22,19,13,0.001,5.0
5,4,1,1.5904,4.6
7,3,2,1.8638,2.6
8,44,28,0.9269,5.8
5,-4,1,1.2683,7.5
8,12,6,6.1563,0.6
9,12,6,2.4318,3.7
19,40,8,6.6269,7.0
18,20,10,8.616700000000002,4.3
14,5,5,4.6244,2.0
19,49,21,12.1517,8.2
2,0,1,0.0,6.4
43,31,21,9.6268,8.2
4,3,1,0.0065,2.4
4,4,2,0.633,7.5
16,48,13,10.6095,0.0
26,18,17,0.0039,3.6
51,36,16,10.209100000000001,4.5
23,9,9,7.7893,2.1
9,9,3,3.1022,6.0
17,46,7,5.6296,6.2
11,19,3,2.3433,9.1
12,3,5,3.7398000000000002,2.7
20,20,16,13.196,2.6
19,10,9,7.703600000000001,6.4
20,4,5,6.014600000000001,5.8
5,4,2,1.8075,8.5
42,6,18,0.9856,6.5
28,9,6,5.2199,4.7
19,0,6,8.208,12.0
11,9,3,2.119,8.6
11,12,5,5.21,3.0
8,70,23,2.8062,7.6
24,4,4,0.2439,8.3
9,34,3,2.2973000000000003,5.0
29,46,26,0.0064,5.4
31,7,4,3.2897,5.2
25,15,8,5.102600000000001,3.3
10,9,6,4.726,6.5
21,10,9,0.133,12.6
22,8,5,2.6256999999999997,8.6
20,19,10,10.7234,10.0
11,0,0,0.0,6.9
25,95,40,4.8389,3.9
31,13,9,4.543699999999999,3.3
22,2,5,5.5483,5.1
5,7,3,1.6434000000000002,3.4
35,-1,10,6.947,5.5
5,4,3,2.6616999999999997,5.8
14,7,4,1.7146,5.8
21,15,10,6.8172,5.9
56,24,21,2.6634,4.3
9,6,4,4.2959,4.9
42,41,18,10.0405,7.9
7,51,36,2.3603,5.0
20,50,5,3.5983,4.1
25,36,16,10.3275,4.0
13,6,5,4.0515,11.5
40,5,9,0.6111,4.5
7,41,41,0.016800000000000002,2.4
17,27,4,3.1625,2.7
3,1,0,0.3108,2.6
6,3,1,1.6625,3.8
46,15,14,6.4091000000000005,2.8
43,42,17,0.4717,3.3
17,37,8,7.7376000000000005,5.4
11,4,1,1.6045,11.8
28,10,7,0.5996,6.4
18,40,6,5.8028,9.2
17,5,5,3.8647,9.3
17,-12,4,5.1512,9.2
14,12,10,9.6429,4.7
0,26,15,6.462,7.8
10,6,3,2.4403,6.3
18,45,6,5.0833,3.9
41,7,7,8.638200000000001,10.9
23,11,7,4.066,2.7
41,12,15,10.8378,4.8
42,33,21,7.3194,2.0
6,23,12,5.1593,7.6
21,16,8,6.9167,4.6
51,30,17,0.0058,12.4
31,14,11,8.4122,4.6
18,1,2,2.9756,8.6
7,24,15,7.6833,9.4
17,-12,9,13.149700000000001,10.0
16,7,5,3.8544,6.9
49,28,15,9.2736,2.9
28,4,5,6.0582,8.9
34,29,21,13.5878,5.4
3,14,16,2.6783,5.3
17,2,5,1.9402000000000001,7.5
4,4,3,1.1322,2.9
39,30,8,2.6782,6.0
23,25,8,11.5788,8.7
13,18,3,2.1991,2.5
22,44,12,0.9776,4.2
23,12,8,5.5297,4.6
5,4,3,1.1349,4.7
28,112,63,0.8299,4.3
23,36,6,7.3695,2.6
14,8,4,2.9101999999999997,2.9
19,8,5,2.8916999999999997,7.6
10,33,24,14.5785,4.8
11,0,1,0.0,8.4
41,121,71,4.9671,3.7
7,-16,0,0.0,9.4
7,6,2,1.916,5.0
9,9,4,2.3408,3.7
13,10,5,0.008,5.3
16,6,3,2.5875,9.5
16,19,9,4.1127,3.9
28,20,11,1.1119,13.8
35,32,30,6.016,8.1
3,3,2,1.7897,3.2
26,24,11,0.0288,10.0
16,16,9,0.21930000000000002,6.2
11,7,7,5.1822,4.6
19,7,14,0.2865,3.5
56,10,10,9.5966,8.5
24,15,8,4.4275,4.0
7,6,3,3.736,6.9
9,9,5,0.019600000000000003,4.3
52,20,18,3.4192,4.1
12,8,4,2.023,1.9
2,5,2,0.7524,1.0
31,-3,9,8.6619,9.2
17,17,6,5.2595,3.8
11,33,15,6.6994,8.3
3,1,0,0.7357,7.0
14,7,5,3.6456999999999997,3.9
22,11,8,6.417800000000001,4.0
23,11,6,5.2614,6.2
15,2,3,4.0339,6.4
36,14,15,12.4323,4.8
13,-2,5,4.9787,6.4
16,26,6,7.4906999999999995,5.4
1,4,2,0.7002,2.3
5,2,2,1.154,3.7
46,-3,7,3.1475999999999997,5.3
8,7,5,3.1096999999999997,5.5
26,28,7,2.3636,4.7
5,-15,0,0.0,0.6
4,3,1,1.106,5.6
25,23,14,8.922799999999999,4.3
24,10,6,5.847600000000001,4.1
3,0,0,0.0,4.9
17,5,8,6.724399999999999,4.3
0,0,0,0.0,3.6
33,0,7,2.9544,4.6
13,57,12,1.4727999999999999,1.9
8,1,2,3.7885,5.5
18,0,0,0.0,4.1
0,0,0,0.0,11.1
28,24,23,0.0162,2.1
13,10,6,3.3630999999999998,11.0
7,1,1,0.0001,4.1
10,35,2,2.0649,2.4
8,3,3,2.2767,8.6
24,14,7,8.936399999999999,6.3
14,24,17,6.5375,2.7
6,0,0,0.0,4.1
0,0,0,0.0,5.9
21,8,5,4.1836,12.0
34,18,11,9.027299999999999,4.3
52,36,23,9.1656,6.7
19,13,5,6.4655,4.9
42,23,17,0.408,1.3
31,9,9,5.9993,1.0
