timedelta,rangeDiff,batteryPctDiff,distance,temperature
55,28,11,2.8331999999999997,5.4
28,25,14,8.6536,4.1
22,32,16,15.1296,6.9
4,3,2,1.2782,3.8
30,16,11,12.0257,3.7
8,29,3,2.7056999999999998,3.6
14,18,11,0.7258,4.2
16,13,6,3.7704,4.1
31,173,81,8.789200000000001,3.2
0,0,0,0.0,2.2
9,5,1,2.1929000000000003,0.2
15,0,3,3.8476999999999997,7.3
24,22,6,3.535,6.0
14,32,6,2.2201999999999997,8.4
14,19,7,6.6262,2.6
13,12,6,4.6727,5.2
10,7,5,4.9064,7.4
25,16,7,7.856,4.5
7,4,2,2.5209,3.3
4,4,2,1.2207999999999999,10.2
18,37,5,2.3134,2.7
2,2,1,1.0332000000000001,2.8
15,26,4,2.4166,4.7
12,5,5,4.1209,10.0
5,-4,2,1.9988,9.1
26,33,11,5.615399999999999,5.2
15,8,3,2.1816999999999998,4.4
8,5,2,2.5262,6.6
2,9,2,0.8803,2.8
9,70,26,11.0886,2.1
11,14,7,3.6189,4.2
4,2,1,0.8217000000000001,7.4
16,11,6,3.7396,6.2
10,9,7,3.6345,5.2
14,7,3,1.6854,7.5
56,24,18,1.6841,4.8
14,2,2,2.4116999999999997,8.6
28,15,8,5.7563,5.7
10,7,6,3.6444,9.6
45,23,14,1.3912,2.7
13,7,7,7.8149,2.6
14,14,9,8.245700000000001,2.8
7,22,2,3.3025,8.5
15,18,8,7.6761,8.9
26,18,9,5.9223,1.7
7,12,5,3.2854,5.2
38,30,16,1.8474000000000002,5.2
29,18,11,0.178,3.6
24,31,11,0.0018,12.2
27,11,2,0.7282000000000001,4.3
14,24,4,3.1669,4.9
10,9,5,7.9947,7.7
7,7,3,1.9506,2.2
13,27,12,7.9567,4.7
15,8,5,2.9764,8.0
1,1,0,0.0288,9.0
11,49,3,4.3837,4.9
26,10,16,10.7509,4.0
13,4,4,4.0525,10.4
8,2,2,1.3522,2.1
14,13,5,2.0505999999999998,10.4
12,3,4,3.0995,6.4
14,-1,4,1.4065,6.4
12,5,4,2.0938000000000003,9.9
5,18,9,1.4998,6.3
32,19,10,8.0326,4.0
41,46,28,0.0086,2.7
42,1,11,4.6331999999999995,5.4
0,0,0,0.0,10.5
35,58,24,0.0506,4.5
47,31,15,1.118,5.3
15,11,6,1.1699000000000002,3.5
4,1,1,0.6416000000000001,9.0
19,-5,5,0.8577,13.4
11,25,27,2.3697,2.7
6,7,3,1.8340999999999998,0.5
6,5,3,2.6039,3.6
3,9,5,3.2288,7.9
38,17,12,8.2766,4.7
17,10,8,4.4281999999999995,5.1
12,13,6,4.660399999999999,3.2
9,6,4,2.918,9.9
50,26,14,12.1035,7.3
29,12,6,0.6842,3.9
0,36,22,5.6429,7.4
24,12,6,4.6485,6.8
4,1,0,0.021,4.7
12,7,5,3.8289,4.4
8,29,2,1.8576,2.6
31,18,10,1.2666,11.3
9,25,2,3.4499,3.1
29,-3,6,4.3054,6.3
13,14,6,3.0871,11.8
32,57,11,1.7764000000000002,5.2
17,12,9,0.0016,8.7
12,4,4,4.1908,3.5
1,10,18,1.4799,6.7
20,11,4,1.1622999999999999,8.0
24,20,11,0.3373,1.9
44,37,18,1.0519,1.6
33,45,15,7.3361,4.8
3,4,1,1.046,6.2
26,22,9,11.8391,5.2
40,5,10,4.8534,3.7
0,13,7,11.838700000000001,4.5
46,31,12,1.6307,2.6
15,5,6,6.969,6.6
38,7,7,7.293100000000001,7.5
46,45,30,0.293,4.4
14,-9,4,3.3416,4.9
3,0,0,0.5161,7.1
17,9,8,7.277100000000001,2.4
10,3,2,1.8035,8.8
27,-5,6,5.9795,2.6
20,17,4,4.134600000000001,7.8
16,15,11,8.443,2.5
9,9,5,3.5006999999999997,11.1
11,17,9,3.0021999999999998,5.0
20,25,11,7.0471,-0.2
19,19,8,7.690300000000001,4.7
25,9,4,3.9135,9.2
38,34,16,0.7437,13.8
36,10,14,5.143,4.3
25,15,8,6.3297,4.6
42,17,9,4.7622,5.1
6,30,8,1.3901,5.1
26,15,8,0.0025,4.1
17,12,7,8.9614,1.4
34,15,8,4.0571,4.6
25,40,3,3.9339,4.3
34,25,8,5.4298,4.3
16,49,25,19.290200000000002,4.5
47,20,16,14.7742,7.5
19,0,0,0.0011,10.6
11,0,-1,0.0,5.3
16,12,5,4.9875,7.7
23,12,10,1.2694,1.5
4,3,1,1.5582,10.4
12,1,3,1.3937,7.5
8,-1,2,0.9327000000000001,3.2
20,11,7,5.6463,12.9
33,3,10,12.544,4.9
14,-13,5,3.9729,3.3
19,9,4,2.4563,2.3
52,1,9,0.7526,8.2
13,8,6,6.1848,4.6
27,16,7,2.3473,11.4
32,19,14,1.4803,3.1
19,34,22,11.2146,0.4
5,5,3,1.1669,8.3
22,20,6,2.9,2.8
22,6,3,0.075,5.1
11,1,1,1.7254,8.3
29,57,9,7.0615,7.8
37,18,17,12.2128,7.8
7,13,2,2.6938,5.5
15,2,4,4.6606000000000005,4.6
28,21,4,8.226299999999998,9.0
52,25,14,12.6072,9.1
16,6,9,6.9485,7.6
20,16,10,13.0556,1.7
3,-4,1,0.5892999999999999,3.1
15,7,6,6.4061,4.8
21,39,9,9.6744,4.2
13,13,9,5.893800000000001,2.6
37,30,14,4.9077,5.8
47,50,18,14.229,3.4
39,37,17,0.0014,4.5
11,12,7,6.3015,3.1
13,4,3,5.3101,5.7
20,5,5,4.2476,4.6
12,7,5,3.6626999999999996,4.9
8,3,3,0.0011,1.8
6,0,2,1.9952,4.3
19,7,8,6.454,4.6
5,10,4,1.2847,9.9
30,22,12,7.1149,2.0
13,13,9,2.9642,9.2
10,3,2,1.3908,6.7
27,18,8,4.1875,6.3
19,3,3,0.5307000000000001,8.0
12,16,3,3.644,9.8
18,28,3,3.1552,4.6
3,26,11,5.3039,7.0
23,42,18,5.6852,5.8
21,9,7,5.0342,2.7
2,18,16,0.3399,4.3
15,8,5,4.3742,4.1
22,40,11,13.1455,4.1
10,9,5,3.152,7.7
10,2,2,1.5235,6.1
40,44,15,0.4413,9.0
24,13,9,5.452100000000001,6.5
54,69,45,0.7908,5.3
20,5,8,6.1283,4.7
8,6,3,1.8031,2.7
15,6,5,3.5973,4.9
28,12,13,11.3947,3.4
38,43,16,11.9092,4.6
11,-3,0,0.0,5.1
4,21,2,1.1298,7.9
4,-2,2,0.5528,9.4
7,7,5,2.8558000000000003,3.6
26,12,12,8.293700000000001,3.2
0,0,0,0.0,7.7
53,2,13,0.0704,4.3
1,0,0,0.0,8.8
23,12,9,8.5373,1.2
25,19,10,11.7128,3.8
50,30,24,1.159,6.3
3,8,2,0.8699,5.2
1,-1,-1,1.9792,5.0
31,54,16,10.0319,4.7
17,14,7,5.319,4.7
22,11,8,6.9641,-0.4
14,9,7,5.1464,0.9
8,-4,4,0.1271,7.4
13,11,6,3.4181,4.1
21,19,6,4.0152,13.0
15,18,5,2.9861999999999997,3.5
30,46,19,1.4824000000000002,7.4
11,9,4,5.8697,2.8
6,2,1,1.4875999999999998,9.0
14,28,16,8.6943,5.7
31,-2,8,5.4005,6.8
24,6,8,3.4389000000000003,4.2
15,6,3,2.9095,5.9
44,16,10,0.9203,4.6
19,28,8,2.4054,4.7
16,2,4,3.7536,9.5
10,7,3,0.4671,3.2
5,-3,2,0.09090000000000001,5.1
22,8,4,4.7165,4.0
15,10,8,9.0793,7.6
11,5,5,3.7448,3.1
21,22,23,8.0313,4.9
13,-13,3,4.6536,8.6
6,-3,1,1.8988,6.4
17,20,14,0.1431,5.1
23,10,6,4.0995,2.6
10,2,2,3.3407,8.1
7,10,2,2.5923000000000003,9.2
15,9,4,3.9525,5.1
15,43,6,4.491899999999999,7.3
15,5,2,3.3306,10.9
44,20,10,0.8513,7.8
31,5,7,0.5357999999999999,11.4
25,54,30,26.5016,4.3
13,11,5,0.6297999999999999,6.2
13,23,19,12.4869,4.5
10,8,4,4.2657,3.1
7,4,5,4.2094,1.2
19,18,10,4.3171,4.3
25,6,6,5.376399999999999,4.6
16,-19,9,5.3441,4.9
23,0,5,6.2334,5.8
40,25,18,13.4717,3.1
12,6,4,3.528,0.4
15,10,5,3.2596999999999996,4.4
8,9,6,2.0556,3.5
9,16,5,2.6755,4.4
15,0,0,0.0,-0.4
18,30,5,4.8824,3.9
12,4,3,4.3162,3.3
23,-14,5,0.1684,4.6
29,34,17,10.144,2.0
34,8,3,3.9495999999999998,7.7
13,8,7,3.615,2.1
12,3,5,4.692699999999999,2.6
18,5,5,2.36,2.8
13,18,15,2.068,7.8
11,2,3,2.8811999999999998,7.8
55,51,19,0.3307,5.1
12,6,4,4.0494,8.2
34,12,4,0.8105,7.5
12,2,4,4.467899999999999,6.3
22,49,6,8.4353,4.9
29,8,11,13.554200000000002,0.0
13,5,3,1.4145,8.8
6,-6,0,0.0,4.7
0,0,0,0.0,4.1
23,55,16,0.43239999999999995,11.7
4,-24,2,1.7978,2.1
19,9,9,10.3495,9.0
11,18,12,0.0255,1.2
12,9,8,6.5809,4.1
30,23,8,6.669,4.8
12,31,12,0.12029999999999999,4.2
3,1,1,1.5417,4.9
14,34,5,4.0668,2.7
12,4,1,0.0147,4.8
48,45,14,0.004,3.1
13,8,3,2.9835,1.0
24,17,8,0.019399999999999997,4.4
33,12,8,0.060899999999999996,9.0
6,7,3,2.0379,2.1
34,18,10,6.6631,5.1
13,46,8,8.7049,0.8
8,23,5,2.9198000000000004,3.5
26,10,9,4.4931,5.5
18,6,5,5.7671,5.7
11,22,4,4.605899999999999,9.2
16,12,7,4.0022,4.2
10,-1,1,1.1558,8.9
14,-8,7,6.9963,2.5
10,34,3,1.7707,7.9
32,25,8,6.500100000000001,8.6
59,4,15,5.1145,6.1
9,9,4,2.1555,5.4
8,17,3,1.9635,2.8
11,8,3,3.9735,4.7
11,8,4,2.4649,3.2
16,30,7,5.598,4.1
32,17,12,15.8337,6.1
10,12,3,1.2392,11.5
11,5,5,5.834,3.6
20,31,15,6.8815,4.9
5,3,2,1.7925,4.2
29,22,11,6.3142,4.4
58,9,11,5.0908,6.5
16,5,6,4.1435,5.6
23,13,8,6.488899999999999,3.2
10,-5,2,3.6062,8.8
51,10,14,2.3208,11.3
5,7,3,1.6115,2.5
44,32,43,0.42719999999999997,4.0
12,9,4,3.4664,5.2
26,7,10,11.2906,9.0
30,51,35,7.9717,2.9
43,46,27,3.7859000000000003,4.7
24,7,9,6.8209,5.1
3,0,0,0.0,7.2
29,9,7,7.544,6.5
23,11,5,5.9236,4.9
17,8,5,4.3118,6.0
53,18,13,7.477399999999999,1.5
30,28,7,6.7941,5.8
6,16,3,1.6060999999999999,3.8
1,0,0,0.0,4.5
30,6,3,0.052,3.6
45,12,17,8.3922,3.5
7,4,2,2.2716,5.8
57,56,39,15.2161,4.6
15,14,7,0.601,3.6
20,11,7,4.1395,6.4
23,10,5,2.0881,9.5
54,40,19,13.2823,2.6
30,27,8,4.139,8.6
28,4,11,9.119399999999999,4.7
7,4,2,2.4541,7.9
5,-2,1,1.9079000000000002,1.8
11,25,3,0.3649,8.4
14,31,11,0.6092000000000001,9.3
20,12,7,1.0535,2.0
22,9,10,0.0688,8.1
18,10,9,6.4207,0.0
21,26,7,0.0214,14.0
3,1,1,0.9242999999999999,5.0
15,6,3,4.229100000000001,8.3
28,48,6,6.6772,7.5
25,24,15,11.8184,3.1
14,11,4,3.6511,4.3
6,1,1,1.4176,7.6
6,0,0,0.0,4.4
59,18,9,3.2645999999999997,9.4
31,24,11,4.6856,6.5
14,0,4,1.1008,2.7
31,10,6,2.7060999999999997,6.5
13,-1,4,5.647600000000001,6.3
27,10,9,7.1755,2.6
18,16,5,4.6083,3.0
17,5,5,5.5163,2.7
20,28,10,3.9358,3.9
13,19,5,3.9525,3.3
20,10,5,5.7486999999999995,9.2
25,9,4,3.087,5.3
4,15,3,1.2270999999999999,1.0
28,12,8,8.909600000000001,5.2
27,35,12,1.8865,6.4
13,14,5,2.4418,7.7
10,9,4,4.447100000000001,6.5
17,22,11,0.08159999999999999,8.1
14,13,3,0.6293,10.5
24,17,9,1.1553,4.2
37,20,12,11.280899999999999,7.4
8,4,2,1.6367,7.8
7,7,4,0.0060999999999999995,0.5
11,0,0,0.0,7.7
29,-5,6,4.6903999999999995,0.1
25,23,11,10.3125,6.0
55,26,16,5.9784,5.3
9,3,1,1.8811,5.1
50,2,8,0.0252,5.8
4,3,1,0.9587,4.8
22,10,8,4.0981000000000005,2.7
21,11,5,3.1913,8.0
14,5,4,2.2294,3.4
25,15,9,3.8588,2.8
1,14,14,0.2823,10.4
18,7,5,0.3195,5.7
2,26,16,17.9825,9.2
13,15,5,3.4969,6.3
3,0,0,0.0,9.3
57,23,12,4.4035,5.3
3,0,1,0.0,4.7
1,45,13,4.9037,2.8
11,13,3,3.6961999999999997,2.5
17,-15,4,1.8832,4.8
23,6,4,2.1936999999999998,3.1
24,13,6,3.7153,4.7
28,25,11,13.2904,7.5
8,11,7,0.13019999999999998,6.2
24,21,13,12.0116,1.1
19,-16,4,3.8074,2.5
9,4,3,2.4974000000000003,3.2
17,13,9,8.200299999999999,4.1
6,29,6,2.9045,5.6
13,0,0,0.0,7.3
16,17,12,7.339300000000001,6.6
9,14,5,3.4408000000000003,3.9
18,26,15,9.9305,3.9
20,21,7,5.9692,5.0
12,5,6,3.1572,4.1
4,-1,0,0.0808,11.4
43,18,10,3.3418,6.3
9,2,2,1.2677,9.4
23,0,4,1.637,8.1
18,4,2,2.668,6.5
24,5,6,3.7051,9.2
3,18,12,10.1552,4.9
16,13,10,9.4642,7.5
9,6,3,2.4678,5.5
12,-13,5,3.7779000000000003,5.1
8,4,5,4.0447,1.4
47,25,16,0.4618,4.6
21,11,6,10.0631,5.0
15,11,6,4.1582,2.0
30,-2,8,5.6998,2.7
16,5,5,3.0763000000000003,0.5
5,7,2,2.142,3.2
50,15,8,7.4076,7.7
5,0,-1,0.0,4.6
28,4,6,8.6959,5.4
12,8,6,5.329,0.4
28,30,16,4.9306,1.4
26,7,5,6.8818,7.6
15,5,4,2.9141999999999997,9.2
24,42,20,10.7066,3.9
5,2,1,0.9287000000000001,8.6
11,4,4,3.3781,3.6
8,5,3,1.759,2.2
19,8,8,7.025,4.2
4,1,0,0.0,7.9
6,1,1,0.0,7.4
10,4,4,4.5615,3.6
23,3,7,7.5596000000000005,7.3
42,34,22,16.2834,2.2
5,3,2,1.1269,7.6
10,3,3,2.5601,8.6
31,9,5,0.0685,7.8
25,25,16,4.7177,9.5
24,28,11,11.1385,5.5
14,8,5,3.4374000000000002,7.3
21,27,8,6.165100000000001,5.1
8,9,4,2.703,5.3
16,7,5,3.5554,4.7
26,20,11,7.9848,4.1
16,4,2,1.8913,4.9
24,14,7,3.5566999999999998,2.8
15,28,8,5.9547,4.5
29,51,13,0.8987999999999999,11.2
9,-6,0,0.0,7.9
55,59,9,8.620700000000001,4.4
12,15,10,6.0491,5.8
44,17,14,12.921,4.9
12,45,4,3.6315999999999997,8.1
2,1,0,0.0,9.5
35,16,10,7.3579,7.8
4,7,3,1.3776,7.2
2,15,16,3.5608,5.3
12,6,2,2.1885,8.5
41,17,7,2.9011,8.3
4,5,2,1.1589,4.7
5,3,1,0.7077,4.7
4,30,18,2.0877,3.7
21,29,13,0.2409,5.7
56,30,14,6.8422,10.4
34,33,15,7.0575,8.9
29,20,9,7.0097,7.7
41,11,10,9.697299999999998,4.2
10,9,5,2.4864,4.6
18,19,7,10.7084,5.3
10,1,1,0.1183,7.0
8,10,1,0.8432999999999999,9.4
23,5,4,5.9111,6.8
25,-7,8,10.3381,12.9
22,19,8,9.697899999999999,3.5
11,37,3,2.4506,2.6
2,0,0,0.0,8.5
3,2,2,0.5227,4.5
14,0,3,1.6745,6.5
42,38,18,0.0048,4.4
8,6,6,4.6801,8.6
4,38,2,2.07,9.1
25,12,8,5.925,4.0
9,15,4,4.854100000000001,10.8
35,20,11,4.514399999999999,11.4
15,-8,3,3.2777,2.0
20,27,8,0.3925,4.7
19,32,10,0.643,9.3
17,11,7,7.307,4.5
14,-11,4,6.689100000000001,5.1
1,56,21,0.0877,5.1
14,3,3,3.1694,4.7
7,2,2,1.7392999999999998,11.2
14,12,7,3.7783,8.2
14,5,6,5.9448,3.4
14,5,3,2.6835,7.3
4,4,2,1.0145,3.4
19,26,10,0.0105,2.6
14,8,3,2.0239000000000003,3.0
16,7,6,5.7767,3.3
13,6,3,2.3723,8.9
8,3,3,2.3155,2.6
23,13,9,0.019399999999999997,11.6
22,8,7,9.7699,10.4
12,31,6,4.985600000000001,2.2
8,28,2,1.6242,4.2
33,30,18,5.653899999999999,4.2
0,0,0,0.0,8.6
20,16,13,0.5963999999999999,9.2
7,8,4,2.0744000000000002,6.4
3,0,0,0.0,8.2
16,65,10,5.8999,3.7
17,10,9,0.42619999999999997,3.5
29,8,7,4.1396999999999995,2.7
55,32,19,8.62,4.2
25,41,7,5.576899999999999,7.8
9,4,2,2.8543000000000003,7.5
32,29,24,3.9914,3.6
7,10,5,2.6241999999999996,9.5
36,20,13,6.9735,6.5
17,45,8,5.5407,8.2
13,-16,1,2.7915,2.8
10,4,2,1.8185,10.6
13,20,10,8.0106,2.7
53,57,14,9.723600000000001,0.2
15,8,5,3.2638000000000003,1.1
7,36,3,2.1212,5.3
9,10,5,3.1735,2.7
13,-1,4,0.3145,9.2
16,6,3,1.6492,8.0
10,14,4,3.3753,7.7
37,54,9,4.0768,10.3
15,9,5,0.3537,6.6
59,47,19,3.2499000000000002,1.9
11,36,6,4.5588,0.2
27,9,8,3.1333,3.1
42,18,12,8.8291,4.8
11,22,11,0.13069999999999998,4.1
19,36,10,10.459200000000001,7.9
14,25,3,1.6796,8.4
27,13,19,9.857700000000001,3.6
8,6,3,2.6713,7.5
17,33,4,4.996899999999999,4.9
12,5,6,4.9973,0.1
54,42,30,13.2512,7.2
40,55,29,0.66,4.6
22,15,5,0.556,4.5
17,11,5,5.0523,3.8
28,18,9,6.588100000000001,4.1
22,0,0,0.0,8.9
16,11,6,7.627,4.7
9,4,1,1.165,9.1
7,8,2,2.3949000000000003,5.3
7,9,5,2.9292,5.0
36,17,10,8.4091,3.7
9,30,3,1.802,4.5
16,2,5,3.1386999999999996,5.9
11,11,6,5.2746,4.5
48,3,4,2.7683,4.6
7,5,2,1.2419,4.2
19,31,7,7.512899999999999,2.6
24,38,4,0.561,4.2
12,23,2,2.7746,11.5
18,23,9,6.2753000000000005,4.3
11,15,5,4.8416999999999994,5.0
9,10,5,1.5704,6.6
18,4,6,7.0987,4.2
11,21,11,8.3201,8.1
26,12,10,3.4419,3.5
10,7,6,3.8339000000000003,2.7
11,-6,2,4.2587,0.3
2,73,44,11.5179,3.5
26,49,5,4.8087,4.9
41,-7,10,2.3414,4.9
17,2,3,0.0,4.8
36,4,8,8.8602,4.6
5,3,2,1.5555,9.8
14,-4,1,1.3769,8.4
9,-4,0,0.0,12.6
3,20,3,0.9793999999999999,4.2
23,8,4,3.9654000000000003,2.9
26,8,7,0.0721,2.8
25,11,7,8.0067,10.2
8,4,3,3.2047,3.0
10,-23,2,4.0287,9.3
18,7,5,3.688,5.0
9,1,1,0.0,4.7
18,6,5,4.6488000000000005,0.9
28,15,9,3.6702,6.1
20,11,9,5.028899999999999,3.4
0,0,0,0.0,3.1
3,36,3,0.0019,4.5
7,10,2,2.7029,5.1
0,28,13,0.2797,7.5
9,26,10,5.594600000000001,9.7
30,15,12,11.351700000000001,1.1
10,4,2,1.8427,12.3
51,22,11,2.9453,9.7
11,0,0,0.0,8.3
16,12,6,3.8344,9.4
38,12,9,0.0193,3.8
19,14,11,2.1784,4.0
18,12,8,8.4124,4.5
31,14,10,2.4174,2.9
7,15,4,3.4880999999999998,5.1
59,23,15,10.1083,4.7
19,29,5,7.4523,4.0
6,34,14,8.6362,4.3
14,11,7,2.5061,10.6
29,11,7,6.0813999999999995,2.5
2,1,1,0.4771,0.3
18,-12,3,3.3655,7.8
26,20,9,8.3815,7.7
12,7,3,3.522,5.2
26,-8,11,9.0328,7.2
6,5,7,0.6707000000000001,5.2
10,8,7,5.6673,6.6
40,4,5,2.2632,6.0
57,22,13,1.7598,14.6
13,5,3,4.241,5.2
3,0,0,0.0,2.9
32,22,15,5.7547,9.0
7,5,2,1.6474000000000002,4.0
4,1,0,0.36310000000000003,11.6
47,20,13,13.0031,12.8
31,18,12,7.1568000000000005,7.6
32,25,14,9.1328,0.9
20,10,9,0.1265,3.7
12,28,4,3.4320999999999997,6.1
0,0,0,0.0,3.5
25,82,27,22.000700000000002,2.6
19,10,6,5.065600000000001,10.1
6,6,3,0.4657,5.2
11,10,7,0.43410000000000004,4.4
59,1,0,0.0,5.8
29,1,13,13.396799999999999,3.7
12,7,3,1.8705,4.1
15,10,6,5.8232,4.2
10,6,3,3.563,2.3
34,8,10,7.1842,8.8
19,0,8,3.6539,4.8
35,32,16,1.557,6.8
10,7,4,3.8119,5.9
20,13,6,2.5675,6.2
19,13,7,6.3122,9.2
13,6,2,1.5892,6.5
12,49,7,4.3549,5.0
4,2,1,0.5752999999999999,3.7
37,26,15,1.7173,4.0
38,16,13,7.453600000000001,6.5
15,16,11,5.4941,6.2
30,52,11,8.1949,8.5
11,41,7,4.3125,6.2
4,3,2,0.161,4.4
21,20,12,16.5973,5.2
20,3,5,6.8194,5.0
36,19,16,7.2119,3.8
11,3,3,3.2060999999999997,8.9
12,12,6,0.9589,3.7
17,13,6,4.483899999999999,3.2
22,47,11,8.2482,5.1
25,5,5,8.8096,3.8
20,-4,7,7.144,11.4
14,6,10,9.013,6.9
14,11,6,4.0369,8.7
11,11,5,2.7394000000000003,5.1
4,3,3,1.5843,9.7
3,0,0,0.0,10.2
0,0,0,0.0,2.8
7,2,1,1.8532,9.3
9,9,4,3.5296999999999996,6.3
16,-6,3,4.389399999999999,8.1
12,5,3,0.8396,6.6
28,14,9,7.1213,5.8
23,6,8,7.5727,0.6
9,-2,3,1.964,4.4
36,21,15,2.211,2.9
14,2,3,2.3318000000000003,8.9
19,3,2,2.2684,3.9
23,21,19,8.953100000000001,4.6
21,11,8,7.021199999999999,2.3
11,36,3,3.4759,2.5
17,9,4,3.5256999999999996,7.9
21,-11,8,0.0469,6.4
33,27,12,4.9171000000000005,12.5
21,2,3,5.299600000000001,5.4
11,14,4,5.3513,3.9
22,37,21,6.2761000000000005,8.1
9,2,2,0.8309,10.5
29,14,10,9.1196,8.2
25,9,4,1.577,4.8
8,0,2,2.0513000000000003,8.1
21,6,9,8.9865,9.2
4,4,2,1.4601,7.7
32,33,18,9.056299999999998,4.6
48,23,16,1.2326,7.9
10,7,3,2.6943,3.9
8,3,1,0.0003,7.9
10,6,2,2.2822,7.0
17,6,3,3.8073,7.9
16,4,4,1.7671,8.4
13,5,3,0.023100000000000002,6.5
18,8,12,4.5375,3.6
12,-1,6,7.982600000000001,3.6
9,4,3,1.1175,3.9
13,62,17,9.888,8.5
12,12,4,1.4035,8.1
16,33,18,0.0028,10.9
6,33,1,1.5900999999999998,2.8
21,18,9,0.3339,4.1
33,17,7,7.896199999999999,8.9
17,17,10,9.080200000000001,8.1
18,34,5,4.211399999999999,4.6
26,34,5,6.2059,8.1
48,69,29,15.3222,5.8
40,-16,12,1.2701,2.6
9,15,6,6.3622,4.1
18,6,8,11.2315,9.0
11,1,5,5.1665,1.3
12,11,6,4.2767,4.1
13,0,0,0.0,3.9
9,1,5,0.001,6.5
13,17,6,8.6142,8.6
5,0,0,0.0,8.0
19,-2,6,5.7016,8.8
24,55,11,5.2997,9.2
21,54,16,11.0492,2.0
18,2,6,6.2614,4.7
15,7,3,4.1659,14.0
0,0,0,0.0,1.4
18,7,9,11.1554,7.4
7,6,5,3.5683000000000002,8.6
23,5,5,6.9536999999999995,6.8
0,0,0,0.0,0.1
15,9,5,5.8511999999999995,2.0
27,17,12,8.694799999999999,3.6
30,15,8,4.4169,3.6
13,19,8,4.561,2.3
18,1,4,0.29510000000000003,6.3
5,7,3,1.362,4.7
5,-1,1,0.0,5.8
21,14,13,10.391,8.9
14,9,6,5.567,5.5
3,2,1,1.0354,5.0
33,13,12,0.9166,4.3
7,3,2,1.3965999999999998,9.1
2,82,54,5.1471,4.0
15,16,8,6.0487,12.2
15,24,10,8.5108,1.0
20,16,8,6.9874,6.1
1,0,0,0.0,4.3
25,42,7,1.5078,5.7
23,9,7,5.664,5.1
2,17,18,4.3244,8.6
18,-192,1,3.6738000000000004,10.9
0,0,0,0.0,5.3
9,50,4,2.857,5.0
12,16,12,6.6255,4.1
35,-1,4,6.804399999999999,8.1
25,8,6,5.6315,4.4
49,41,24,8.459299999999999,3.2
23,14,10,0.0067,2.7
29,9,7,2.8393,8.9
8,6,2,3.2283000000000004,2.8
7,12,5,0.0368,6.4
37,4,7,1.4315,3.8
11,12,8,5.297899999999999,3.6
13,15,9,8.7618,0.9
16,8,4,3.0667,5.7
11,45,9,5.802,4.6
8,8,5,0.4112,3.8
25,28,8,1.8251,5.1
11,-15,3,4.6057,7.4
52,15,11,5.2383999999999995,2.7
2,-1,1,0.456,5.1
15,6,3,3.3655,6.8
47,44,24,1.568,4.9
18,6,3,0.2907,5.1
24,13,8,2.352,4.0
8,21,3,3.836,5.3
11,14,11,5.1965,3.4
35,13,6,3.614,5.8
33,18,8,10.1616,3.8
11,1,4,4.764600000000001,8.0
43,17,8,6.717899999999999,2.7
32,8,8,5.92,8.8
17,10,8,0.062,2.1
22,31,7,5.7147,3.9
18,13,3,2.1166,4.1
11,5,1,1.6484,9.6
20,12,7,5.801399999999999,2.1
22,3,8,0.0012,3.9
18,6,3,3.6166,4.7
15,24,2,3.4428,2.1
5,2,2,0.5099,5.0
4,5,2,1.923,5.2
21,9,8,7.1389,4.6
21,-4,5,3.7816,4.7
42,28,19,24.056900000000002,7.5
16,30,6,5.3435,6.6
5,4,3,1.2827,3.9
15,19,9,4.8275,4.6
15,26,17,12.8766,6.8
16,9,3,4.4635,6.4
11,31,19,12.056700000000001,2.6
1,0,0,0.0,3.5
12,20,5,0.0095,12.0
52,28,20,0.6216,4.8
22,7,7,0.2556,4.7
17,7,6,6.3519,5.1
39,19,13,6.677899999999999,4.0
18,6,6,6.3134,8.3
17,18,9,7.8099,5.3
10,15,8,5.0832,1.9
21,13,9,0.8269,10.0
20,13,12,10.6891,2.9
11,-1,4,4.0514,8.1
12,5,2,3.6235,6.0
14,5,6,5.6156999999999995,5.2
21,14,11,5.8208,3.7
24,33,3,5.0505,1.5
27,19,9,8.386899999999999,5.6
7,6,3,3.7853000000000003,9.2
26,7,11,10.7281,7.4
42,34,14,12.456100000000001,3.5
0,0,0,0.0,6.5
32,21,7,5.439,4.8
20,-23,6,3.9415999999999998,0.8
25,18,10,11.4307,4.3
19,7,4,6.2906,11.6
13,18,10,8.851700000000001,4.3
21,28,7,5.2892,7.1
16,10,2,10.2946,9.2
23,6,6,1.3691,1.9
11,2,1,0.1625,8.4
13,7,3,2.9867,4.2
10,8,6,2.9206,3.3
13,6,3,2.002,2.7
12,9,4,2.0803000000000003,7.6
21,-3,5,3.7979000000000003,4.6
23,20,12,3.6612,6.2
2,13,9,2.9316,5.3
10,-14,4,2.5216999999999996,7.6
19,6,3,2.6816999999999998,9.3
17,-20,5,3.9187,4.6
51,7,8,0.0062,9.2
22,9,8,8.2987,2.7
21,42,27,1.2064000000000001,6.4
17,-8,13,0.5345,6.4
32,17,11,0.4585,4.0
39,61,37,1.7104000000000001,5.8
25,12,8,9.469299999999999,10.3
35,8,10,7.5263,3.9
8,10,5,4.6943,4.2
42,10,7,11.101700000000001,6.2
3,21,15,1.0266,7.5
17,12,7,5.2853,4.1
33,9,7,10.8293,11.3
23,13,8,0.07709999999999999,8.1
9,15,4,2.5029,2.6
15,34,4,4.8037,9.1
8,41,3,3.091,6.3
